ArrivalDelay;AirTime;DepartureDelay;Distance;TaxiIn;TaxiOut;MidOfWeekFlag
3;62;8;395;24;13;0
106;63;109;403;39;21;0
-2;63;1;401;23;9;0
18;61;22;413;46;11;0
22;61;32;419;34;10;0
-3;69;-1;489;21;16;0
4;69;13;515;17;11;0
-1;69;1;527;56;24;0
-13;69;-3;525;82;9;0
1;69;7;519;21;14;0
0;69;5;531;36;11;0
-16;69;-5;525;41;8;0
-3;270;-2;2301;60;33;0
6;102;5;806;62;29;0
-19;152;-5;1146;15;9;0
2;156;7;1132;32;14;0
-2;146;14;1152;54;7;0
-10;278;-5;2354;46;33;0
-14;193;3;1664;68;15;0
-16;192;0;1626;36;19;0
-11;200;4;1630;15;9;0
-20;194;0;1622;30;12;0
-20;194;-3;1612;70;10;0
-3;92;4;572;57;20;0
-15;93;0;566;38;9;0
8;246;19;2005;30;20;0
9;56;9;245;20;10;0
11;58;4;259;36;18;0
22;53;31;267;52;9;0
6;53;1;271;33;23;0
-5;58;-5;259;39;8;0
3;56;3;251;77;14;0
18;55;18;281;29;10;0
6;53;12;291;31;11;0
22;56;15;263;42;18;0
3;56;3;251;20;14;0
-1;55;-2;269;62;11;0
2;56;-1;257;37;12;0
14;58;14;249;28;10;0
0;266;17;2158;35;11;0
-7;253;9;2160;61;18;0
65;260;93;2156;60;12;0
-2;237;11;1871;22;11;0
-17;224;2;1810;30;9;0
-5;223;15;1788;33;10;0
-15;92;-8;669;27;14;0
3;91;16;671;30;11;0
-13;95;-6;665;52;12;0
13;86;24;679;22;13;0
-9;95;4;689;19;15;0
-1;92;15;647;46;10;0
-15;92;-2;629;54;10;0
-7;83;0;632;35;16;0
-9;83;0;620;43;9;0
14;136;6;856;26;23;0
-3;145;-3;838;20;24;0
-16;167;0;1255;28;12;0
-9;160;-4;1295;37;16;0
-10;166;6;1291;25;9;0
-14;163;1;1263;33;14;0
14;250;38;2108;24;12;0
-12;214;-1;1619;28;12;0
-20;199;-6;1643;41;14;0
1;288;18;2321;84;12;0
-4;52;-2;274;31;13;0
15;49;15;270;57;17;0
19;55;4;280;53;26;0
10;51;15;256;47;10;0
11;48;2;280;41;32;0
9;54;10;270;39;15;0
1;51;1;264;18;13;0
30;53;33;294;56;16;0
13;54;11;288;60;13;0
-1;54;-2;290;31;18;0
3;47;0;280;35;15;0
-4;51;-1;288;38;10;0
-16;104;-4;817;70;12;0
4;156;24;1331;41;12;0
-4;106;7;844;47;12;0
-23;145;-1;1168;20;9;0
3;153;14;1182;21;20;0
-17;151;-1;1168;33;16;0
-15;152;-1;1196;23;12;0
-15;160;-2;1176;38;11;0
-12;152;-2;1168;33;15;0
-15;250;8;2103;8;14;0
-15;202;-4;1567;49;11;0
-19;200;-2;1571;30;10;0
15;207;20;1571;31;18;0
6;196;24;1571;35;10;0
-3;219;-2;1559;43;19;0
1;206;3;1549;31;17;0
-2;207;14;1585;11;8;0
-5;197;-3;1539;16;31;0
-7;204;14;1561;24;10;0
-15;190;-2;1571;42;12;0
-10;204;-1;1563;34;16;0
-9;206;1;1555;40;10;0
-20;282;-1;2374;48;18;0
-20;186;-4;1531;40;9;0
-8;185;9;1539;63;12;0
-6;78;-4;443;39;24;0
-14;72;-7;431;36;13;0
-8;83;-3;467;39;8;0
9;81;16;451;28;13;0
18;83;18;461;100;8;0
-12;77;-7;435;71;11;0
6;82;4;437;44;22;0
18;85;15;443;59;16;0
-6;76;-3;459;31;18;0
20;78;28;457;58;13;0
-6;77;-1;447;28;12;0
3;86;1;441;36;14;0
-4;77;5;421;61;8;0
16;86;17;439;41;10;0
-2;128;5;1023;21;19;0
-2;159;4;1139;45;13;0
-24;143;-8;1123;62;10;0
4;145;23;1125;76;10;0
2;41;1;209;18;16;0
-6;40;-1;227;38;10;0
-5;43;-2;241;30;10;0
3;41;-3;249;44;16;0
33;41;32;247;24;13;0
3;40;6;247;38;14;0
-2;41;-2;209;18;15;0
6;44;12;231;34;7;0
-3;44;-2;223;45;12;0
24;43;31;239;74;8;0
-4;263;18;2183;64;11;0
-11;129;2;790;10;10;0
4;128;18;798;54;10;0
-19;123;-4;800;18;10;0
-13;128;0;794;64;11;0
-9;293;5;2220;22;13;0
-19;263;8;2226;62;21;0
-6;51;-4;308;30;12;0
15;51;23;280;44;14;0
-4;49;-3;302;27;14;0
-9;54;-3;274;40;12;0
4;53;5;294;14;18;0
19;52;18;322;66;16;0
20;52;26;304;29;15;0
6;55;3;292;40;16;0
-3;51;-1;288;18;12;0
-14;51;-6;306;62;7;0
-3;53;-3;298;46;12;0
4;49;11;286;33;10;0
-3;51;-4;290;30;10;0
1;53;2;294;76;8;0
25;51;26;300;41;16;0
4;52;10;300;43;8;0
-18;240;-4;1968;32;11;0
-8;237;12;1958;37;9;0
-14;286;5;2419;15;12;0
-7;248;15;2069;25;14;0
-18;251;6;2097;79;8;0
44;68;49;373;36;9;0
7;70;11;383;40;10;0
-4;68;-4;365;42;9;0
5;69;2;359;23;19;0
8;67;7;399;15;19;0
3;69;1;371;57;13;0
12;69;13;375;21;16;0
-4;71;-1;377;44;11;0
-6;70;-1;391;30;9;0
-6;68;0;387;71;9;0
9;68;6;381;43;14;0
8;69;14;399;21;15;0
2;66;10;369;74;10;0
2;59;3;286;43;10;0
-2;54;-1;304;63;15;0
3;51;5;302;44;9;0
3;54;5;286;47;14;0
1;53;-3;310;46;15;0
2;54;2;294;32;9;0
-2;54;0;294;33;12;0
9;53;13;308;91;9;0
-2;56;-5;286;35;12;0
0;53;-4;290;69;20;0
3;54;10;320;15;9;0
3;55;1;308;55;11;0
7;53;11;262;60;7;0
7;54;10;296;49;17;0
10;153;9;1095;41;15;0
4;146;13;1101;29;15;0
-4;148;7;1119;48;9;0
63;141;77;1101;26;11;0
-14;212;1;1688;29;10;0
-22;141;-5;912;35;10;0
-22;138;-4;906;44;14;0
-18;143;0;900;50;10;0
-22;147;-2;910;26;9;0
-1;83;1;432;22;10;0
2;77;-3;440;40;22;0
19;79;23;442;22;13;0
16;81;20;458;33;11;0
9;77;0;466;36;29;0
97;84;101;460;26;14;0
-1;85;3;490;18;8;0
7;89;4;432;38;8;0
-5;72;0;430;72;8;0
1;76;6;440;29;10;0
1;74;0;440;30;19;0
11;85;7;424;35;11;0
-5;72;2;424;56;11;0
4;85;-3;436;98;11;0
4;84;-5;428;68;12;0
-7;74;1;424;45;8;0
-5;58;1;388;37;20;0
-4;61;-2;390;17;20;0
6;60;16;430;26;9;0
1;60;9;398;32;12;0
-8;61;3;418;17;12;0
-12;60;-5;408;38;8;0
26;60;33;414;60;23;0
14;60;25;416;62;13;0
14;81;17;427;9;10;0
-3;82;-2;431;24;11;0
18;82;22;431;49;10;0
5;85;12;429;27;10;0
9;91;-1;445;16;14;0
-9;74;-3;445;34;10;0
3;74;13;453;106;7;0
-3;86;-2;431;10;8;0
7;53;5;288;77;11;0
1;51;-1;296;29;15;0
65;52;49;264;32;12;0
-2;51;-3;284;19;19;0
12;54;9;250;48;13;0
-3;49;0;258;19;9;0
-15;174;-3;1388;27;11;0
-11;176;0;1406;60;20;0
-6;178;9;1398;60;12;0
4;247;23;2030;15;10;0
-12;140;-3;1126;30;12;0
6;72;8;395;21;7;0
-3;64;-2;409;63;14;0
7;64;9;407;48;14;0
-9;63;-6;395;8;9;0
-9;60;-5;387;39;10;0
29;63;27;429;56;19;0
-4;72;-4;521;40;16;0
-5;70;4;555;37;10;0
-8;72;-5;529;35;19;0
-14;70;-5;507;24;11;0
-4;71;1;523;41;12;0
-3;71;0;539;23;11;0
-9;69;-2;535;25;12;0
-20;270;-1;2279;34;12;0
-15;106;-5;792;22;11;0
-15;152;-5;1118;45;13;0
14;155;12;1106;29;23;0
8;148;18;1132;26;10;0
-9;279;12;2328;24;12;0
-14;196;1;1650;13;16;0
-19;197;-5;1622;32;18;0
-21;197;-4;1612;31;9;0
-22;197;-2;1638;14;10;0
-16;200;-2;1628;29;10;0
-3;91;14;558;27;10;0
1;94;9;554;37;16;0
-2;250;0;2039;66;13;0
-5;55;-3;275;42;7;0
1;56;-1;241;28;11;0
-7;54;0;265;17;8;0
-1;56;-3;277;38;16;0
27;60;27;287;35;8;0
-5;55;-2;251;47;10;0
-9;52;-5;263;65;9;0
20;56;21;261;55;14;0
20;55;11;237;43;22;0
-5;58;-5;253;16;13;0
-2;58;-5;259;78;11;0
7;55;1;265;32;17;0
0;54;-5;265;30;16;0
-20;258;0;2154;51;13;0
-16;258;-3;2152;52;16;0
-23;262;-1;2136;57;12;0
-4;235;11;1871;56;13;0
-20;221;-1;1784;25;11;0
-12;221;7;1822;45;13;0
-9;97;-5;675;45;12;0
-8;89;9;675;59;9;0
-7;90;-4;665;22;14;0
2;91;14;659;22;12;0
-14;99;0;677;36;11;0
-12;92;4;673;26;10;0
-13;94;0;683;29;11;0
-10;85;1;646;38;9;0
20;87;30;606;28;7;0
-2;136;-2;870;80;18;0
-9;131;7;852;12;20;0
-13;168;-3;1297;48;19;0
-9;166;-3;1311;46;9;0
-15;169;-1;1255;27;9;0
-17;164;-1;1273;23;9;0
16;256;32;2094;17;16;0
-11;201;1;1639;55;18;0
-17;205;-4;1635;85;13;0
-1;284;8;2327;12;24;0
13;52;13;276;26;14;0
24;67;10;286;28;19;0
20;55;0;286;31;31;0
31;81;-2;288;23;26;0
23;62;4;272;75;27;0
49;56;-5;276;19;72;0
8;63;-2;260;9;12;0
41;63;28;280;30;22;0
-4;56;-5;262;46;16;0
25;58;5;274;68;20;0
19;71;1;274;32;22;0
1;53;-2;288;43;12;0
-2;51;-1;270;62;14;0
-16;104;-4;811;42;12;0
-23;159;-7;1335;24;16;0
9;110;15;836;62;15;0
-26;146;-6;1174;59;9;0
-9;152;11;1192;51;11;0
-17;150;-2;1192;60;13;0
-21;152;-5;1160;22;9;0
-14;159;1;1188;24;12;0
-17;155;-5;1164;31;11;0
-28;255;-2;2063;26;9;0
-9;200;0;1545;27;15;0
-14;199;3;1563;21;13;0
7;212;9;1551;34;16;0
0;196;15;1555;20;10;0
-10;206;3;1565;10;15;0
3;208;3;1559;21;17;0
-1;209;9;1575;31;12;0
-20;200;-5;1567;40;14;0
-1;228;-1;1561;41;12;0
-11;196;-1;1553;46;13;0
8;207;-2;1553;33;19;0
-14;293;2;2418;45;13;0
-16;187;-2;1559;59;12;0
-8;189;6;1555;25;11;0
-10;71;-3;453;42;25;0
18;81;24;463;56;8;0
-11;74;-1;451;72;13;0
-8;77;-2;445;40;10;0
-15;76;-7;437;16;9;0
11;71;27;433;81;13;0
-9;76;-3;403;107;12;0
-5;71;1;471;15;16;0
-7;74;5;443;22;13;0
-9;69;4;433;39;10;0
5;83;10;463;64;9;0
27;74;34;441;50;15;0
9;89;5;445;40;15;0
-3;127;10;1027;39;11;0
-8;147;9;1153;37;11;0
-3;148;7;1155;34;11;0
-20;150;-5;1107;32;9;0
-9;41;-6;237;41;12;0
-8;41;-4;233;141;9;0
-7;40;-3;239;18;10;0
3;43;0;237;47;11;0
4;51;-1;231;17;9;0
3;43;2;245;42;15;0
-8;40;-5;241;38;13;0
-1;40;5;227;76;9;0
9;45;0;239;50;22;0
17;40;17;255;66;17;0
-16;261;4;2207;34;17;0
48;123;72;810;40;12;0
-21;124;-5;802;14;9;0
-15;118;1;784;23;15;0
-12;123;-5;816;23;14;0
-26;274;-2;2210;50;18;0
-2;267;33;2218;29;9;0
-2;55;0;284;50;10;0
-5;51;-3;310;32;10;0
-11;52;-5;290;72;13;0
-6;52;-3;298;36;11;0
-4;54;-1;290;35;15;0
3;53;7;302;51;14;0
3;54;1;288;54;17;0
-8;51;-1;298;39;15;0
-4;53;-5;308;25;15;0
-4;53;0;268;31;8;0
-1;54;-3;312;30;23;0
3;53;-4;304;58;17;0
2;53;3;318;21;13;0
10;53;11;302;15;9;0
-3;54;-3;316;42;9;0
-4;49;0;286;28;12;0
-1;55;-2;298;44;12;0
-15;240;-6;1952;64;19;0
-14;237;2;1928;62;12;0
-8;297;5;2407;23;12;0
-26;253;-4;2055;36;10;0
-13;250;6;2081;35;17;0
66;61;73;391;20;13;0
0;66;4;397;44;14;0
82;62;94;389;29;8;0
-3;63;6;379;41;10;0
-4;64;4;401;57;11;0
9;66;9;403;53;13;0
-3;66;3;381;41;10;0
-7;64;-1;383;48;13;0
-3;67;-2;389;27;18;0
-4;64;2;393;57;12;0
16;66;14;389;32;18;0
-1;68;6;393;31;14;0
3;67;8;395;14;13;0
7;54;10;294;32;13;0
3;53;5;312;17;12;0
-2;54;-4;312;52;9;0
-2;55;2;290;15;10;0
0;55;-4;322;29;14;0
3;54;2;308;27;12;0
-6;54;-2;304;20;10;0
0;58;0;272;21;8;0
22;55;24;290;28;7;0
5;56;1;292;50;19;0
13;55;-7;302;53;36;0
4;61;2;288;35;8;0
1;55;0;296;56;10;0
14;55;15;298;58;18;0
10;153;3;1111;23;21;0
-4;153;-1;1131;67;15;0
-2;152;6;1139;53;9;0
-6;145;4;1125;55;9;0
40;200;64;1650;29;14;0
-10;140;10;908;46;12;0
-26;135;-5;892;27;11;0
-24;138;-2;918;56;9;0
-24;141;-3;894;21;11;0
9;76;14;452;76;16;0
-1;85;-1;456;40;11;0
3;90;-4;438;53;14;0
5;74;6;452;19;18;0
45;84;38;460;52;20;0
4;81;6;472;17;12;0
-4;72;-1;416;13;15;0
-8;74;-5;424;25;9;0
5;71;7;428;40;19;0
-11;68;-1;410;20;12;0
-4;82;-4;420;23;10;0
0;66;5;410;31;21;0
3;79;-2;444;53;13;0
9;71;14;422;19;10;0
-15;70;-4;424;50;8;0
9;60;21;396;33;11;0
-5;59;7;428;21;13;0
65;59;80;398;41;9;0
-9;62;-4;406;41;16;0
-9;66;-3;406;29;11;0
-11;58;1;400;18;8;0
-4;61;11;418;44;12;0
-3;63;-1;418;41;17;0
7;82;5;441;69;13;0
-3;77;0;431;80;15;0
0;79;3;431;48;14;0
-4;81;6;431;38;9;0
3;75;-5;423;27;25;0
33;71;36;455;38;15;0
14;79;18;455;43;9;0
-3;81;2;439;25;9;0
3;49;1;280;27;14;0
-4;49;-2;256;44;10;0
-9;52;-5;262;18;11;0
9;59;9;296;13;11;0
0;55;-2;282;45;9;0
7;53;7;276;21;9;0
-12;181;-4;1396;54;10;0
-23;179;-5;1414;14;9;0
6;173;27;1418;26;13;0
-14;245;4;2034;14;12;0
-9;139;3;1130;36;13;0
-2;66;-1;435;27;14;0
-5;66;0;441;42;9;0
8;62;10;411;30;16;0
3;66;5;417;26;9;0
-3;61;-1;415;68;9;0
-6;69;-5;395;47;10;0
-1;71;3;527;29;14;0
0;75;-2;521;60;18;0
0;74;-5;547;55;27;0
-10;72;-3;535;60;9;0
23;71;30;525;37;12;0
3;70;5;505;32;13;0
-10;72;-2;517;23;8;0
-3;277;2;2259;48;24;0
3;102;10;790;39;19;0
-13;151;-1;1138;15;11;0
4;160;5;1138;42;17;0
-3;147;9;1142;56;10;0
-4;288;2;2348;88;23;0
-6;200;7;1668;16;12;0
-24;193;-2;1612;24;11;0
-11;197;5;1622;35;9;0
-25;194;-6;1620;31;13;0
-14;199;-2;1640;25;12;0
-13;87;1;560;59;14;0
-7;92;5;574;26;14;0
-16;248;-5;2011;31;17;0
21;56;7;247;62;11;0
4;59;0;273;12;12;0
21;59;22;255;25;13;0
21;59;19;255;17;16;0
8;62;2;251;42;9;0
3;62;1;251;85;12;0
18;59;14;255;40;13;0
2;58;-1;253;24;15;0
-2;55;-2;281;32;10;0
-3;58;-1;261;90;10;0
1;58;0;265;33;9;0
13;58;1;271;30;21;0
8;58;1;269;29;16;0
-10;268;5;2136;69;11;0
0;261;14;2136;34;13;0
13;268;28;2166;57;17;0
-9;242;-2;1881;43;14;0
-8;227;1;1808;59;20;0
-1;225;14;1794;39;14;0
-10;87;7;677;13;9;0
-13;90;0;667;38;9;0
20;91;19;663;28;25;0
5;87;14;669;75;19;0
-14;92;1;647;29;13;0
-9;89;8;651;26;14;0
-13;95;-1;665;20;12;0
9;89;3;628;52;25;0
13;89;17;648;42;11;0
9;128;1;836;45;34;0
3;136;16;844;27;19;0
10;179;8;1267;46;23;0
2;163;9;1261;14;13;0
-4;170;0;1269;24;19;0
-10;166;0;1287;63;16;0
68;252;87;2110;57;19;0
-19;209;-8;1633;36;17;0
-21;196;-1;1623;45;16;0
-5;284;18;2315;42;9;0
30;77;-4;270;81;28;0
17;63;9;290;40;11;0
12;68;0;260;21;12;0
28;69;11;296;40;24;0
29;69;20;292;33;13;0
12;59;8;266;21;19;0
99;66;95;282;37;13;0
20;60;1;276;55;28;0
22;67;1;282;49;21;0
47;69;35;284;21;14;0
1;58;-2;294;47;7;0
-3;59;-2;286;25;9;0
-8;104;0;795;56;17;0
-11;167;1;1333;32;14;0
-1;113;1;840;84;17;0
-18;150;0;1202;39;9;0
-6;146;9;1168;43;22;0
-14;148;1;1186;25;14;0
-4;150;9;1178;38;16;0
-18;152;-1;1164;27;12;0
11;150;23;1180;38;18;0
9;255;32;2093;78;11;0
-13;207;-4;1567;23;9;0
-10;200;5;1557;20;12;0
43;200;60;1577;22;14;0
2;192;22;1555;45;10;0
-15;205;-1;1551;39;14;0
-3;204;10;1579;25;9;0
-10;204;-1;1591;42;17;0
-6;196;0;1575;34;28;0
-6;206;1;1567;27;21;0
-12;191;5;1567;35;9;0
-20;193;1;1543;25;12;0
-12;202;2;1579;46;13;0
-3;296;-3;2410;31;29;0
-19;184;2;1535;37;8;0
22;193;22;1545;27;25;0
8;86;-1;447;80;31;0
9;98;-1;459;35;14;0
-3;79;0;443;16;12;0
-5;84;-1;427;26;13;0
2;90;0;453;29;10;0
50;84;65;457;45;6;0
3;83;1;453;43;17;0
0;86;3;461;33;14;0
1;89;5;443;45;12;0
19;83;20;461;53;15;0
1;85;1;431;56;11;0
3;89;0;425;68;12;0
-2;84;0;455;39;11;0
20;128;23;1031;56;24;0
-15;147;0;1145;35;11;0
-6;143;8;1139;52;12;0
-17;150;-5;1157;27;13;0
26;43;14;237;43;29;0
3;46;-4;239;71;18;0
18;44;20;237;27;10;0
63;43;65;239;56;11;0
23;40;26;239;74;8;0
13;44;13;253;29;12;0
-3;41;-1;229;32;13;0
3;41;5;239;34;12;0
2;44;-1;237;47;16;0
7;43;9;231;16;12;0
43;266;47;2211;41;33;0
5;128;14;790;27;20;0
9;118;28;804;62;13;0
-6;125;1;814;20;11;0
-12;128;-3;832;69;9;0
-17;273;7;2228;68;20;0
14;277;35;2222;12;17;0
43;58;9;272;41;40;0
-3;52;-4;282;16;9;0
19;59;10;294;94;22;0
-6;52;-4;278;60;12;0
-2;58;-6;286;74;22;0
3;55;-2;290;34;17;0
13;54;13;288;105;19;0
4;56;0;296;61;15;0
-1;53;0;290;27;13;0
3;54;2;284;56;12;0
56;55;50;284;71;30;0
1;54;-1;298;42;15;0
12;55;4;302;27;23;0
-3;51;-1;292;38;11;0
0;58;-5;300;31;15;0
4;58;1;280;43;14;0
6;246;14;1954;42;16;0
11;236;23;1940;23;16;0
-4;297;12;2399;66;10;0
-26;246;-2;2067;35;15;0
-19;254;-1;2069;88;14;0
6;70;0;379;54;16;0
48;64;52;389;45;17;0
1;70;2;381;24;8;0
21;68;23;389;57;16;0
26;67;34;387;40;11;0
-6;63;-1;393;30;9;0
1;69;3;373;28;14;0
41;70;46;403;73;11;0
13;67;17;385;41;15;0
1;69;1;389;67;13;0
9;72;5;373;42;12;0
-3;70;5;399;26;10;0
-11;62;0;381;66;9;0
0;55;-2;300;28;16;0
3;53;4;288;30;11;0
7;58;-1;276;51;15;0
14;59;15;288;37;12;0
3;59;-4;304;32;15;0
0;55;-1;300;74;10;0
3;56;8;322;30;8;0
18;52;22;308;39;10;0
69;53;75;306;29;9;0
8;53;1;316;31;25;0
13;59;0;296;70;28;0
-2;52;1;310;14;9;0
20;52;13;328;59;12;0
42;53;52;292;66;11;0
7;160;1;1089;35;14;0
-2;154;2;1101;39;13;0
-3;155;-2;1111;10;15;0
1;143;15;1127;54;7;0
-9;208;0;1666;34;20;0
-18;146;-6;896;27;12;0
0;146;12;910;46;16;0
-3;136;12;900;42;23;0
-25;143;-1;924;28;10;0
13;100;0;434;56;15;0
4;82;-5;466;61;25;0
54;84;57;454;27;12;0
23;86;23;452;31;13;0
17;83;14;472;60;20;0
20;84;4;466;12;31;0
-9;82;-5;452;27;10;0
19;76;14;428;23;23;0
-1;77;-2;446;20;15;0
3;79;-3;420;16;19;0
10;86;7;440;23;11;0
7;76;13;418;44;10;0
-1;81;-3;426;39;9;0
6;78;0;430;55;15;0
35;85;35;432;52;9;0
14;58;11;412;42;31;0
-5;59;2;410;27;14;0
-7;59;4;424;23;8;0
-9;60;5;410;38;9;0
-6;60;5;432;37;13;0
49;60;59;406;23;11;0
4;78;1;390;34;18;0
3;60;-2;400;50;12;0
0;76;-1;423;33;16;0
-11;74;0;459;34;10;0
15;74;11;435;38;27;0
3;75;14;435;31;14;0
-9;71;-3;409;35;12;0
16;78;17;453;47;13;0
8;85;5;401;53;9;0
7;76;8;423;23;19;0
7;49;6;260;61;14;0
2;51;-2;270;47;16;0
3;53;-3;262;69;19;0
4;55;2;268;23;15;0
3;54;1;252;25;11;0
3;51;2;280;39;12;0
-12;173;0;1418;34;12;0
-18;174;2;1424;23;11;0
4;179;14;1390;26;22;0
20;251;30;2018;31;18;0
-11;141;0;1110;26;9;0
-14;61;-6;391;36;10;0
13;67;15;417;44;11;0
3;74;5;415;33;7;0
2;62;6;401;37;9;0
0;63;1;405;10;11;0
21;63;23;395;28;16;0
4;69;8;527;31;17;0
10;72;12;507;38;16;0
9;71;17;529;6;15;0
-2;75;3;541;59;10;0
33;67;43;537;51;14;0
8;69;14;509;33;9;0
-10;70;-3;511;75;11;0
-21;271;-4;2275;37;14;0
14;105;23;814;108;14;0
-7;151;-1;1134;43;18;0
1;156;0;1130;64;21;0
54;146;70;1128;49;9;0
14;278;30;2340;35;12;0
-20;192;-2;1656;55;14;0
-17;194;-2;1612;56;17;0
15;193;34;1638;26;13;0
-1;193;12;1636;37;22;0
-20;192;-1;1638;56;9;0
12;99;18;554;52;15;0
3;95;1;570;63;22;0
4;243;22;2043;34;17;0
13;61;10;253;26;9;0
10;55;9;261;39;13;0
31;54;37;271;28;11;0
31;58;17;257;51;30;0
-3;55;-2;273;32;9;0
37;52;38;257;42;19;0
10;54;11;261;59;11;0
3;58;-2;251;29;18;0
12;59;5;271;39;15;0
5;51;8;267;37;16;0
1;58;-1;253;48;9;0
7;60;3;265;27;11;0
8;62;-3;267;62;16;0
-9;267;2;2138;80;15;0
14;251;41;2134;43;10;0
31;261;51;2138;28;17;0
-9;232;7;1883;49;12;0
-12;217;5;1816;19;17;0
-14;219;4;1822;48;15;0
21;90;32;669;65;15;0
21;89;37;679;29;13;0
1;91;0;673;34;23;0
4;86;14;687;42;20;0
-12;93;5;675;38;13;0
3;91;14;679;23;14;0
-20;92;-1;687;31;11;0
25;84;34;622;65;14;0
55;84;68;628;33;8;0
2;138;-1;852;66;18;0
-9;129;8;842;44;19;0
23;177;15;1281;39;33;0
7;155;21;1285;70;12;0
6;175;14;1289;40;11;0
-3;159;16;1277;32;12;0
29;250;50;2104;41;15;0
-8;199;1;1627;57;24;0
2;198;20;1629;55;11;0
13;282;29;2343;11;19;0
19;56;22;280;4;10;0
23;60;15;256;37;20;0
28;61;20;302;30;11;0
13;59;0;260;43;23;0
35;55;37;270;30;13;0
-3;61;-2;284;50;12;0
3;59;0;296;53;12;0
5;60;-3;276;44;22;0
28;61;11;256;31;17;0
14;53;0;274;53;30;0
12;69;0;260;45;10;0
62;60;54;266;43;16;0
14;62;0;264;46;12;0
6;59;-2;282;31;11;0
-8;107;-5;809;31;21;0
12;169;17;1339;34;18;0
8;110;10;836;40;19;0
-10;145;13;1162;35;8;0
16;158;18;1168;49;27;0
35;160;50;1182;21;12;0
-13;161;-2;1152;42;12;0
-11;160;-3;1174;69;10;0
-11;247;6;2077;44;24;0
-13;198;2;1553;50;11;0
-20;197;-5;1571;53;16;0
17;199;22;1565;31;20;0
78;190;105;1557;35;8;0
41;221;40;1567;52;21;0
-14;197;-3;1563;44;15;0
-6;196;5;1563;52;21;0
33;196;55;1561;51;15;0
-20;201;-1;1567;31;12;0
-14;189;-3;1571;63;18;0
0;190;26;1577;28;11;0
14;210;23;1567;41;14;0
-1;290;14;2382;33;18;0
-21;178;2;1553;14;10;0
-5;187;1;1537;61;20;0
13;87;9;457;23;25;0
34;95;33;467;57;7;0
-6;84;-2;455;35;8;0
11;87;4;453;59;24;0
-7;84;-5;467;22;10;0
8;87;-1;459;23;9;0
23;92;23;463;35;13;0
-2;87;-5;419;86;14;0
4;91;4;461;55;10;0
29;90;31;453;66;13;0
26;83;18;455;10;16;0
3;89;-2;447;78;13;0
84;104;79;441;41;8;0
7;90;0;429;30;17;0
17;129;14;1031;12;30;0
-1;143;12;1143;23;19;0
-5;140;14;1129;63;9;0
-7;152;5;1135;40;10;0
9;40;2;237;49;25;0
-1;44;0;251;28;13;0
-3;38;0;273;32;10;0
16;39;18;233;31;11;0
20;40;23;211;36;9;0
9;40;5;237;60;22;0
0;47;-3;231;39;14;0
16;41;14;233;21;19;0
22;40;24;259;54;15;0
17;47;18;227;39;10;0
10;262;31;2201;61;15;0
14;132;23;800;22;18;0
9;129;23;782;17;8;0
-2;127;13;802;41;9;0
-14;127;-5;792;44;13;0
-26;278;-3;2224;59;17;0
-4;265;27;2204;89;16;0
-5;49;-3;288;19;9;0
9;54;9;286;34;18;0
-6;51;-3;312;12;12;0
-4;53;-3;316;32;17;0
3;52;7;268;21;15;0
21;53;11;312;26;26;0
25;53;19;292;49;26;0
-3;53;-5;316;67;14;0
-5;52;2;306;21;9;0
0;52;0;284;35;13;0
9;52;21;308;40;12;0
-2;54;-5;286;35;15;0
4;51;1;284;28;20;0
21;53;21;308;30;10;0
30;51;33;286;31;11;0
-2;54;-2;302;24;12;0
5;52;7;306;54;13;0
-12;240;1;1942;32;14;0
-9;235;13;1946;23;11;0
-16;278;11;2399;45;13;0
49;242;78;2051;24;17;0
5;247;16;2041;57;28;0
7;61;11;393;42;14;0
9;66;14;405;41;13;0
37;66;42;417;46;10;0
25;67;13;389;31;25;0
4;68;6;385;71;14;0
-6;63;-1;393;55;10;0
19;68;24;385;17;12;0
14;66;16;389;45;17;0
51;67;51;379;23;21;0
-10;64;-3;377;50;10;0
-2;63;2;405;47;11;0
-3;67;2;381;41;16;0
5;63;7;391;19;19;0
-3;52;-3;292;16;16;0
14;55;15;304;68;15;0
17;51;16;292;16;17;0
-2;55;0;296;55;13;0
-4;52;-5;304;61;13;0
-4;52;-1;306;47;7;0
10;51;15;302;45;12;0
26;52;29;286;47;10;0
-2;52;-1;302;60;9;0
20;53;23;300;30;16;0
24;52;16;300;21;27;0
25;48;30;290;60;11;0
11;51;9;278;50;17;0
-5;51;5;302;44;11;0
-6;148;-4;1115;11;15;0
52;140;72;1111;84;11;0
10;143;16;1107;35;21;0
20;140;31;1109;22;14;0
-4;206;12;1660;48;12;0
38;145;57;904;25;12;0
11;146;23;912;31;17;0
4;147;13;910;27;18;0
-17;150;-2;910;27;13;0
115;92;99;448;23;29;0
67;102;54;444;81;14;0
2;92;-1;458;34;9;0
6;87;-1;448;36;13;0
8;82;4;430;31;10;0
1;81;0;438;97;12;0
8;87;4;412;35;11;0
9;91;6;434;58;7;0
55;81;48;432;40;23;0
1;79;-3;444;33;12;0
28;77;28;422;51;12;0
16;77;17;428;20;15;0
35;60;38;424;19;23;0
9;70;3;416;19;25;0
-4;62;4;424;26;9;0
-4;61;0;408;30;16;0
-8;62;3;406;35;11;0
18;63;19;410;13;16;0
14;69;21;392;52;14;0
2;62;10;408;60;13;0
19;78;20;431;46;10;0
